[0.141988, -0.231089, 1.01763]
[-0.271447, -0.237304, 1.11553]
[0.440999, -0.29504, 1.36184]
[0.437617, -0.281448, 1.31221]
[0.497341, -0.282255, 1.33451]
[0.282928, -0.263648, 1.25012]
[0.240307, -0.209798, 1.00139]
[0.318996, -0.262837, 1.27364]
[0.317594, -0.257896, 1.25092]
[0.372504, -0.274575, 1.31437]
[0.137897, -0.0789764, 0.378459]
[0.497283, -0.282143, 1.33444]
[0.497057, -0.281961, 1.33328]
[0.509555, -0.276092, 1.32014]
[0.516966, -0.272257, 1.31303]
[0.516813, -0.268916, 1.29649]
[0.346738, -0.265911, 1.29582]
[0.531925, -0.254873, 1.25128]
[0.46333, -0.213236, 1.0487]
[-0.443975, -0.189449, 0.972251]
[-6.93625, -1.85509, 9.65651]
[-0.00396681, -0.198787, 1.03194]
[0.0594272, -0.19648, 1.03723]
[0.0601841, -0.197065, 1.03399]
[-0.648152, -0.176203, 0.958809]
[-0.120909, -0.18747, 0.988065]
[-0.068235, -0.193934, 1.03103]
[0.0595749, -0.19621, 1.03633]
[0.146089, -0.187552, 1.00516]
[0.237727, -0.179595, 0.963703]
[0.3659, -0.212083, 1.15241]
[0.396376, -0.215308, 1.15494]
[0.396986, -0.209031, 1.12018]
[0.401219, -0.207511, 1.11811]
[-0.646753, -0.175664, 0.95719]
[0.264512, -0.209071, 1.1393]
[0.345929, -0.207595, 1.14594]
[0.351421, -0.20733, 1.14643]
[0.363238, -0.208552, 1.15198]
[0.365932, -0.212114, 1.15264]
[0.140614, -0.176535, 1.0034]
[0.140801, -0.175947, 1.00228]
[0.155929, -0.178061, 1.01652]
[0.166507, -0.180807, 1.0335]
[0.335535, -0.194474, 1.10833]
[0.231873, -0.133934, 0.889058]
[0.25935, -0.119101, 0.859862]
[0.0675085, -0.0108009, 0.222099]
[-0.056419, -0.108923, 0.939086]
[0.139738, -0.0628026, 0.577283]
[0.139797, -0.0628602, 0.577393]
[-4.08026, 0.947212, -11.5042]
[-0.12808, 0.0250229, -0.609662]
[-0.147402, 0.0380905, -0.929448]
[0.0594007, -0.0355312, 0.710359]
[-0.192511, 0.00880524, -0.711649]
[0.115593, -0.0118974, 0.575069]
[0.0591729, 0.00566759, 0.101704]
[-0.27239, -0.0108451, 0.627932]
[0.0806593, -0.00785788, 0.166181]
[0.0323184, -6.38892e-05, 0.00293016]
[0.0324881, -7.34866e-05, 0.00337727]
[0.0893268, -0.00429308, 0.213266]
[0.0429585, -0.0334316, -0.247986]
[0.0913794, 0.0940697, 0.596423]
[-0.630641, 0.172972, 0.976561]
