 0.28914911, -0.13797326, 0.74710232;
 0.27439713, -0.11113095, 0.70899618;
 0.24703062, -0.080484509, 0.63839507;
 1.0362704, -1.2729921, 2.4795532;
 1.0327781, -1.1921332, 2.4711945;
 1.0558877, -1.1500136, 2.5268459;
 1.022252, -1.0378599, 2.446383;
 0.9839471, -0.92608547, 2.3547051;
 0.87603879, -0.76396769, 2.0959079;
 0.36831066, -0.1887507, 0.88047189;
 0.30905172, -0.11473382, 0.73879957;
 0.30619252, -0.087703027, 0.73016459;
 0.28741562, -0.060534999, 0.68507129;
 1.0583215, -1.2087657, 2.3568916;
 1.0710489, -1.1493814, 2.385246;
 1.0865669, -1.1010239, 2.4203167;
 1.0191916, -0.9629795, 2.2702997;
 0.92509651, -0.81054908, 2.0607018;
 0.40161428, -0.16422743, 0.89390492;
 0.12745039, 0.034732983, 0.2110884;
 1.2120988, -1.2978002, 2.5254095;
 1.2005719, -1.2065046, 2.5011408;
 1.1901896, -1.1282221, 2.4797316;
 1.1035262, -0.97477639, 2.2991078;
 0.93980271, -0.76971006, 1.9579475;
 0.52040905, -0.23252013, 1.0834291;
 1.2887846, -1.3692932, 2.5224547;
 1.2762964, -1.2859223, 2.4979563;
 1.2696534, -1.2009882, 2.4847879;
 1.241467, -1.106775, 2.4296451;
 1.1924859, -0.99050754, 2.3337245;
 1.0181839, -0.78395969, 1.9925297;
 1.0311257, -0.7369169, 2.0177422;
 0.87571645, -0.57274455, 1.7135571;
 0.82069761, -0.49110454, 1.6056918;
 0.97663486, -0.52064234, 1.9097797;
 0.31852686, 0.034632858, 0.58575958;
 0.23179515, 0.052577075, 0.40926641;
 0.22150022, 0.061495461, 0.38289526;
 0.25245506, 0.082545988, 0.44668421;
 1.3366913, -1.3388532, 2.4663577;
 0.73293239, -0.28597921, 1.3499706]
